source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
287221784689921280,82.54245856664122,63.06719805922208,3.0424006926174907,-5.60173447465791,-4.754125802460109,1.848511,4.6065855,2.1169193,-20.89379,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
3898344284739988480,180.21829711212573,6.614196441360758,9.912951437507713,-0.48399627881797175,-27.475205302235953,1.7016857,4.6077576,0.19321251,-26.258793,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
3353254695121612032,103.66130835659105,13.177459908291429,,,,,4.6091437,0.44270945,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
1221359441941952640,234.5692234535075,24.521788974450036,5.0250949816210735,-12.091782187617738,-17.167178750162282,1.5108502,4.609178,3.7882388,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
875981845857570304,120.87941971270504,27.7941453867541,12.747518365271755,-32.31463018114105,-46.22097726953001,2.8941922,4.6111827,1.2771211,-13.86005,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,4546.1953,2.2078,-0.2762,81.5756,0.018,0.0139,0.0073
1804510069668710400,308.82744324729606,14.674266140045408,14.944074344083583,45.503965679090186,11.509861242111665,0.99659246,4.614309,0.17673635,-27.679815,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
127114543583090176,40.86301884320913,27.707098597675948,5.2875703667524565,8.501641106154734,-11.432615079483583,3.8331854,4.6149535,-0.17276764,79.33704,"NOT_AVAILABLE",0,false,false,true,false,false,false,true,,,,,,,
1340068730232295552,259.41750492094536,37.291766258237836,18.654592968099944,-38.79640858491537,58.493352853871855,0.9216836,4.6189446,0.061565876,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,8911.82,3.8835,-0.73,52.0811,1.0E-4,0.0,0.0
1801210568415251072,326.0370430016283,28.74156459933625,45.15602649478613,256.4517864556843,-239.68545642594626,1.2343506,4.6213474,0.63430834,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6339.9644,3.9857,-1.101,22.0802,0.0,0.0,0.0
3312910967798031360,67.10991863798837,16.359757172448226,16.802952078264994,9.503811089282733,18.5009067957409,1.1108434,4.6231513,1.2975874,16.4032,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
2662455625565532672,347.80866191861065,5.004313633338974,3.9005842759682565,3.3568069260275055,-2.5737024746153114,1.9117951,4.6237364,3.6962943,,"VARIABLE",0,false,false,false,true,false,false,true,,,,,,,
4008342726516877312,185.6262410347842,25.84612163011928,11.490344843601314,-11.426020104469544,-8.111998315762802,1.417337,4.6245327,0.7382045,0.7392951,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,6441.491,2.8457,-0.6194,98.5327,0.3401,0.2937,0.1586
